URL,title,country,dynastic period,time period,image
http://www.mfa.org/collections/object/tsuba-228264, Tsuba,Japanese,Early 19th century," <a href=""/collections/search?f[0]=field_artists%253Afield_artist%3A14370"">Juraku</a> (Japanese)",[]
http://www.mfa.org/collections/object/tsuba-13549,Tsuba,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC41396.jpg']
http://www.mfa.org/collections/object/tsuba-22888,Tsuba,Japanese,Kofun period,6th–7th century A.D.,['http://mfas3.s3.amazonaws.com/objects/SC157234.jpg']
http://www.mfa.org/collections/object/tsuba-22891,Tsuba,Japanese,Kofun period,6th–7th century A.D.,['http://mfas3.s3.amazonaws.com/objects/SC157234.jpg']
http://www.mfa.org/collections/object/tsuba-22892,Tsuba,Japanese,Kofun period,6th–7th century A.D.,['http://mfas3.s3.amazonaws.com/objects/SC157234.jpg']
http://www.mfa.org/collections/object/tsuba-226434, Tsuba,Japanese,Edo period,early to mid-19th century,[]
http://www.mfa.org/collections/object/tsuba-285950,Tsuba,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC61097.jpg']
http://www.mfa.org/collections/object/tachi-tsuba-11430,Tachi tsuba,Japanese,Edo period,late 18th to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC50649.jpg']
http://www.mfa.org/collections/object/tsuba-plain-12155,"Tsuba, plain",Japanese,Edo period,19th century,['http://mfas3.s3.amazonaws.com/objects/SC57601.jpg']
http://www.mfa.org/collections/object/tsuba-with-inscription-13715,Tsuba with inscription,Japanese,Edo period,early to mid-18th century,['http://mfas3.s3.amazonaws.com/objects/SC44343.jpg']
http://www.mfa.org/collections/object/tsuba-in-the-form-of-a-butterfly-13533,Tsuba in the form of a butterfly,Myochin school?,mid-18th century," <a href=""/collections/search?f[0]=field_artists%253Afield_artist%3A1308"">Kunihiro</a> (Japanese, dates unknown)",['http://mfas3.s3.amazonaws.com/objects/SC41380.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-cherry-blossom-205168, Tsuba with design of cherry blossom,Japanese,Edo period,early to mid-19th century,[]
http://www.mfa.org/collections/object/tsuba-with-ogival-outline-8414,Tsuba with ogival outline,Japanese,Edo period,early to mid-19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108095.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dog-and-duck-8419,Tsuba with design of dog and duck,Japanese,Edo period,19th century,['http://mfas3.s3.amazonaws.com/objects/SC108099.jpg']
http://www.mfa.org/collections/object/tsuba-with-brass-wire-encrustation-8420,Tsuba with brass wire encrustation,Japanese,Edo period,18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108100.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-insects-8421,Tsuba with design of insects,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108101.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-design-8422,Tsuba with landscape design,Japanese,Edo period,Late 17th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108102.jpg']
http://www.mfa.org/collections/object/tsuba-with-woodgrain-patterns-8423,Tsuba with woodgrain patterns,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC108103.jpg']
http://www.mfa.org/collections/object/tsuba-with-pierced-design-8424,Tsuba with pierced design,Japanese,Edo period,mid-late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC108104.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-landscape-with-figures-8425,Tsuba with design of landscape with figures,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108105.jpg']
http://www.mfa.org/collections/object/tsuba-with-kikkomon-ground-8428,Tsuba with kikkomon ground,Japanese,Edo period,19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108108.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-marsh-marigold-8429,Tsuba with design of marsh marigold,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC108109.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-two-leaves-8432,Tsuba with design of two leaves,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108112.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-waterside-palace-8433,Tsuba with design of waterside palace,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108113.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-peonies-and-dewdrops-8436,Tsuba with design of peonies and dewdrops,Japanese,Edo period,Early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108117.jpg']
http://www.mfa.org/collections/object/tsuba-with-pierced-design-8437,Tsuba with pierced design,Japanese,Edo period,mid-late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC108093.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-clouds-and-lightning-8438,Tsuba with design of clouds and lightning,Japanese,Edo period,early to mid-19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108118.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragons-and-foliage-8439,Tsuba with design of dragons and foliage,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108119.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-design-8440,Tsuba with landscape design,Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108120.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragons-and-foliage-8441,Tsuba with design of dragons  and foliage,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108121.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragonflies-8442,Tsuba with design of dragonflies,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC108122.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-creeper-8443,Tsuba with design of creeper,Japanese,Edo period,mid to late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC108123.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-flying-geese-8444,Tsuba with design of flying geese,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108124.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chrysanthemums-on-a-trellis-8447,Tsuba with design of chrysanthemums on a trellis,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC108127.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-deer-and-lespedeza-8450,Tsuba with design of deer and lespedeza,Japanese,Edo period,late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108130.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-geese-and-reeds-8451,Tsuba with design of geese and reeds,Japanese,Edo period,19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108131.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-stylized-waves-8452,Tsuba with design of stylized waves,Japanese,Edo period,mid-late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC108132.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-stylized-chrysanthemum-8454,Tsuba with design of stylized chrysanthemum,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108134.jpg']
http://www.mfa.org/collections/object/tsuba-with-stylized-floral-design-8455,Tsuba with stylized floral design,Japanese,Edo period,Late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC108135.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chrysanthemums-and-trellis-8456,Tsuba with design of chrysanthemums and trellis,Japanese,Edo period,Late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC108136.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-design-8458,Tsuba with landscape design,Japanese,Edo period,Late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC81975.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-fisherman-in-a-landscape-8459,Tsuba with design of fisherman in a landscape,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108138.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-design-8462,Tsuba with landscape design,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108141.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chrysanthemum-and-cherry-8464,Tsuba with design of chrysanthemum and cherry,Japanese,Edo period,Late 17th–early 18th century,['http://mfas3.s3.amazonaws.com/objects/SC108143.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-design-8467,Tsuba with landscape design,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108145.jpg']
http://www.mfa.org/collections/object/tsuba-with-woodgrain-patterns-8470,Tsuba with woodgrain patterns,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC108148.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-daikoku-and-ebisu-8471,Tsuba with design of Daikoku and Ebisu,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108149.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-fisherman-in-a-landscape-8480,Tsuba with design of fisherman in a landscape,Japanese,Edo period,18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108158.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-stylized-clouds-8483,Tsuba with design of stylized clouds,Japanese,Edo period,mid-late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC108161.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-sailboat-and-pines-8484,Tsuba with design of sailboat and pines,Japanese,Edo period,early to mid-18th century,['http://mfas3.s3.amazonaws.com/objects/SC108162.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-foxes-and-grapevine-8485,Tsuba with design of foxes and grapevine,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108163.jpg']
http://www.mfa.org/collections/object/tsuba-with-western-heraldic-design-8487,Tsuba with Western heraldic design,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108165.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-designs-8489,Tsuba with landscape designs,Japanese,Edo period–Meiji era,mid to late 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108167.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chrysanthemums-and-waves-8491,Tsuba with design of chrysanthemums and waves,Japanese,Edo period,18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108169.jpg']
http://www.mfa.org/collections/object/tsuba-in-the-form-of-a-stylized-chrysanthemum-8495,Tsuba in the form of a stylized chrysanthemum,Japanese,Edo period,17th century,['http://mfas3.s3.amazonaws.com/objects/SC108173.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-turnips-8520,Tsuba with design of turnips,Japanese,Edo period,Late 17th century,['http://mfas3.s3.amazonaws.com/objects/SC108174.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-design-8521,Tsuba with landscape design,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108175.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-stylized-pine-8763,Tsuba with design of stylized pine,Japanese,Edo period,18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108181.jpg']
http://www.mfa.org/collections/object/tsuba-with-brass-wire-encrustation-8764,Tsuba with brass wire encrustation,Japanese,Edo period,18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108182.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-design-8766,Tsuba with landscape design,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108184.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-design-8767,Tsuba with landscape design,Japanese,Edo period,early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108185.jpg']
http://www.mfa.org/collections/object/tsuba-in-the-form-of-a-stylized-crane-8794,Tsuba in the form of a stylized crane,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC81978.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-flowering-branch-8895,Tsuba with design of flowering branch,Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108189.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-design-8896,Tsuba with landscape design,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108190.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-merchants-weights-8899,Tsuba with design of merchants' weights,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108193.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-design-8900,Tsuba with landscape design,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108194.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-the-yatsuhashi-bridge-8903,Tsuba with design of the Yatsuhashi bridge,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108187.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-design-8904,Tsuba with landscape design,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC108188.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragons-9029,Tsuba with design of dragons,Japanese,Edo period–Meiji era,19th century,['http://mfas3.s3.amazonaws.com/objects/SC108196.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-crayfish-9031,Tsuba with design of crayfish,Japanese,Edo period,early to mid-19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108198.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-carp-and-waves-9032,Tsuba with design of carp and waves,Japanese,Edo period,early to mid-19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC108199.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-tiger-and-bamboo-9033,Tsuba with design of tiger and bamboo,Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC108200.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-roundels-9034,Tsuba with design of roundels,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC108201.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-guri-scrolls-9901,Tsuba with design of guri scrolls,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48848.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-guri-scrolls-9908,Tsuba with design of guri scrolls,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48401.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-guri-scrolls-9909,Tsuba with design of guri scrolls,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48402.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-crane-and-minogame-9927,Tsuba with design of crane and minogame,Japanese,Meiji era,Late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC48404.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chrysanthemums-and-butterflies-9930,Tsuba with design of chrysanthemums and butterflies,Japanese,Meiji era,Late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC81982.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-eagle-and-crocodile-9934,Tsuba with design of eagle and crocodile,Japanese,Meiji era,Late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC48410.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-flying-goose-9937,Tsuba with design of flying goose,Japanese,Meiji era,Late 19th century (before 1886),['http://mfas3.s3.amazonaws.com/objects/SC81983.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-nio-9939,Tsuba with design of Nio,Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC48416.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragon-and-tiger-9943,Tsuba with design of  dragon and tiger,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC110495.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-crayfish-9944,Tsuba with design of crayfish,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC79628.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-no-mask-9945,Tsuba with design of No mask,Japanese,Edo period,mid-19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC48421.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-daruma-9950,Tsuba with design of Daruma,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC48523.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-jurojin-with-a-stag-9953,Tsuba with design of Jurojin with a stag,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48526.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-boatman-and-fuji-9954,Tsuba with design of boatman and Fuji,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48527.jpg']
http://www.mfa.org/collections/object/tsuba-with-landscape-design-9958,Tsuba with landscape design,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC48530.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-massed-chrysanthemums-9961,Tsuba with design of massed chrysanthemums,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48533.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-monsters-9963,Tsuba with design of monsters,Japanese,Edo period–Meiji era,mid to late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC48535.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-shishi-and-peonies-9965,Tsuba with design of shishi and peonies,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48536.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-horses-9970,Tsuba with design of horses,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48541.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-gamboling-shishi-9973,Tsuba with design of gamboling shishi,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48544.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-massed-chrysanthemums-9974,Tsuba with design of massed chrysanthemums,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48545.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-rain-dragons-9975,Tsuba with design of rain dragons,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48546.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-carp-and-bamboo-9976,Tsuba with design of carp and bamboo,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48547.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chinese-sage-9977,Tsuba with design of Chinese sage,Japanese,Edo period–Meiji era,mid to late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC48548.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-shishi-9981,Tsuba with design of shishi,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC48552.jpg']
http://www.mfa.org/collections/object/tsuba-with-woven-wire-pattern-9982,Tsuba with woven wire pattern,Japanese,Edo period,18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC59265.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-agricultural-scenes-9983,Tsuba with design of agricultural scenes,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC48553.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-sailboats-9984,Tsuba with design of sailboats,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC48554.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chrysanthemum-blossoms-9986,Tsuba with design of chrysanthemum blossoms,Japanese,Edo period,Late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC57151.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-gamboling-shishi-9987,Tsuba with design of gamboling shishi,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48556.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-shishi-and-peonies-9988,Tsuba with design of shishi and peonies,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48557.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-eagle-and-waves-9989,Tsuba with design of eagle and waves,Japanese,Edo period–Meiji era,mid to late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC48558.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-female-ghost-9998,Tsuba with design of female ghost,Japanese,Edo period–Meiji era,mid to late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC48855.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-swimming-carp-9999,Tsuba with design of swimming carp,Japanese,Edo period–Meiji era,mid to late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC48856.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-waves-and-spray-10000,Tsuba with design of waves and spray,Japanese,Edo period,Late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC84147.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragon-10005,Tsuba with design of dragon,Japanese,Edo period,Late 18th–early 19th century (?),['http://mfas3.s3.amazonaws.com/objects/SC48863.jpg']
http://www.mfa.org/collections/object/tsuba-with-woodgrain-effect-10006,Tsuba with woodgrain effect,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48864.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragon-and-tiger-10008,Tsuba with design of dragon and tiger,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48866.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-carp-and-stream-10012,Tsuba with design of carp and stream,Japanese,Edo period,mid to late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC48869.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-monkey-on-a-branch-10013,Tsuba with design of monkey on a branch,Japanese,Edo period–Meiji era,mid to late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC48870.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragon-and-clouds-10014,Tsuba with design of dragon and clouds,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48871.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragon-and-waves-10015,Tsuba with design of dragon and waves,Japanese,Edo period,Late 18th century,['http://mfas3.s3.amazonaws.com/objects/SC48872.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-kappa-and-cucumber-10016,Tsuba with design of kappa and cucumber,Japanese,Edo period–Meiji era,mid to late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC48873.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-lilies-10017,Tsuba with design of lilies,Japanese,Edo period,Early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC48874.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-mon-crests-10021,Tsuba with design of mon (crests),Japanese,Edo period,18th century,['http://mfas3.s3.amazonaws.com/objects/SC48877.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-two-carp-10022,Tsuba with design of two carp,Japanese,Edo period–Meiji era,mid to late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC48878.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-turnip-and-butterfly-10025,Tsuba with design of turnip and butterfly,Japanese,Edo period,18th century (?),['http://mfas3.s3.amazonaws.com/objects/SC48881.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-bellflowers-10026,Tsuba with design of bellflowers (?),Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC48882.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-deer-10028,Tsuba with design of deer,Japanese,Edo period–Meiji era,mid to late 19th century,['http://mfas3.s3.amazonaws.com/objects/SC49820.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-flying-cranes-10029,Tsuba with design of flying cranes,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC49821.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-a-rice-plant-10030,Tsuba with design of a rice plant,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC49822.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-bishamon-and-centipede-10031,Tsuba with design of Bishamon and centipede,Japanese,Edo period,Early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC49823.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-fish-10034,Tsuba with design of fish,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC49826.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-snake-10037,Tsuba with design of snake,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC49829.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-storm-dragon-10041,Tsuba with design of storm dragon,Japanese,Edo period–Meiji era,mid to late 19th century,['http://mfas3.s3.amazonaws.com/objects/SC49833.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragons-and-clouds-10047,Tsuba with design of dragons and clouds,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC49839.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-monstrous-apparition-10052,Tsuba with design of monstrous apparition,Japanese,Edo period–Meiji era,mid to late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC49844.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-carp-and-waterfall-10053,Tsuba with design of carp and waterfall,Japanese,Edo period,Early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC49845.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-fudo-in-a-waterfall-10054,Tsuba with design of Fudo in a waterfall,Japanese,Edo period,early to mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC49846.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-choryo-and-kosekiko-10055,Tsuba with design of Choryo and Kosekiko,Japanese,Edo period,Late 18th–early 19th century,['http://mfas3.s3.amazonaws.com/objects/SC49847.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-dragon-and-waves-10057,Tsuba with design of dragon and waves,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC49849.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-cranes-and-sun-10058,Tsuba with design of cranes and sun,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC49850.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-chrysanthemum-and-cherry-10059,Tsuba with design of chrysanthemum and cherry,Japanese,Edo period,mid-19th century,['http://mfas3.s3.amazonaws.com/objects/SC49851.jpg']
http://www.mfa.org/collections/object/tsuba-with-design-of-shrine-attendant-10060,Tsuba with design of shrine attendant,Japanese,Edo period–Meiji era,mid to late 19th century (before 1890),['http://mfas3.s3.amazonaws.com/objects/SC49852.jpg']
